,name,code,url,gasDayStart,gasInStorage,consumption,consumptionFull,injection,withdrawal,netWithdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,coveredCapacity,status,trend,full,info
96,EU,eu,eu,2014-03-13,451.2246,3839,11.75,469.95,5240.1,4770.2,931.1474,8841.36,16124.18,-,C,-0.51,48.46,[]
97,EU,eu,eu,2014-03-12,456.0059,3839,11.88,463.63,1758.4,1294.8,937.419,8868.46,16127.05,-,C,-0.14,48.64,[]
98,EU,eu,eu,2014-03-11,457.3005,3839,11.91,405.61,1739.6,1334,937.4234,8868.5,16127.14,-,C,-0.14,48.78,[]
99,EU,eu,eu,2014-03-10,458.6364,3839,11.95,545.84,1562.2,1016.4,937.4239,8868.52,16127.15,-,C,-0.11,48.93,[]
100,EU,eu,eu,2014-03-09,459.6197,3839,11.97,730.9,1051.6,320.7,937.4296,8868.59,16127.27,-,C,-0.03,49.03,[]
101,EU,eu,eu,2014-03-08,459.9333,3839,11.98,645.98,1324.7,678.7,937.4355,8868.65,16127.39,-,C,-0.07,49.06,[]
102,EU,eu,eu,2014-03-07,460.6251,3839,12,361.57,1679.8,1318.3,937.4254,8868.56,16127.18,-,C,-0.14,49.14,[]
103,EU,eu,eu,2014-03-06,461.9998,3839,12.03,324.94,2244.5,1919.5,937.4465,8868.78,16127.62,-,C,-0.2,49.28,[]
104,EU,eu,eu,2014-03-05,463.9253,3839,12.08,312.18,2449.4,2137.2,937.4428,8868.75,16127.54,-,C,-0.23,49.49,[]
105,EU,eu,eu,2014-03-04,466.0419,3839,12.14,243.6,2886.9,2643.3,937.3965,8868.28,16126.58,-,C,-0.28,49.72,[]
106,EU,eu,eu,2014-03-03,468.6636,3839,12.21,227.06,2605,2378,937.3863,8769.65,16126.37,-,C,-0.25,50,[]
107,EU,eu,eu,2014-03-02,471.0116,3839,12.27,327.16,1942,1614.8,937.3135,8761.9,16124.86,-,C,-0.17,50.25,[]
108,EU,eu,eu,2014-03-01,472.6184,3839,12.31,327.06,2328.2,2001.2,937.3349,8781.19,16125.3,-,C,-0.21,50.42,[]
109,EU,eu,eu,2014-02-28,470.003,3839,12.24,203.26,2907.6,2704.4,931.3505,8620.52,16078.58,-,C,-0.29,50.46,[]
110,EU,eu,eu,2014-02-27,472.744,3839,12.31,157.27,2705.9,2548.6,931.5068,8615.37,16079.82,-,C,-0.27,50.75,[]
111,EU,eu,eu,2014-02-26,475.2872,3839,12.38,222.52,2733,2510.5,931.5154,8635.96,16080,-,C,-0.27,51.02,[]
112,EU,eu,eu,2014-02-25,477.7492,3839,12.44,114.9,2498.6,2383.7,931.5293,8636.11,16080.28,-,C,-0.26,51.29,[]
113,EU,eu,eu,2014-02-24,480.1145,3839,12.51,278.24,2470.9,2192.7,931.529,8635.57,16080.28,-,C,-0.24,51.54,[]
114,EU,eu,eu,2014-02-23,482.4023,3839,12.57,431.07,1866.1,1435,931.5765,8636.07,16081.26,-,C,-0.15,51.78,[]
115,EU,eu,eu,2014-02-22,483.85,3839,12.6,398.42,1905.8,1507.4,931.5769,8749.27,16081.27,-,C,-0.16,51.94,[]
116,EU,eu,eu,2014-02-21,485.4032,3839,12.64,178.69,2400.2,2221.5,931.5762,8796.26,16081.26,-,C,-0.24,52.11,[]
117,EU,eu,eu,2014-02-20,487.6073,3839,12.7,204.35,2647.9,2443.6,931.5754,8796.26,16081.24,-,C,-0.26,52.34,[]
118,EU,eu,eu,2014-02-19,490.0328,3839,12.76,157.06,2662,2504.9,931.5758,8796.27,16081.25,-,C,-0.27,52.6,[]
119,EU,eu,eu,2014-02-18,492.3719,3839,12.83,140.35,3013.1,2872.7,931.5762,8796.27,16081.26,-,C,-0.31,52.85,[]
120,EU,eu,eu,2014-02-17,495.233,3839,12.9,91.63,3275,3183.4,931.5764,8796.29,16081.26,-,C,-0.34,53.16,[]
121,EU,eu,eu,2014-02-16,498.3584,3839,12.98,206.82,2387.4,2180.6,931.5784,8843.31,16081.3,-,C,-0.23,53.5,[]
122,EU,eu,eu,2014-02-15,500.4564,3839,13.04,223.92,2444.4,2220.5,931.5786,8843.32,16081.31,-,C,-0.24,53.72,[]
123,EU,eu,eu,2014-02-14,502.6123,3839,13.09,87.35,3091.1,3003.7,931.5766,8843.32,16081.27,-,C,-0.32,53.95,[]
124,EU,eu,eu,2014-02-13,505.611,3839,13.17,117.04,3811.9,3694.9,931.5764,8843.33,16081.26,-,C,-0.4,54.27,[]
125,EU,eu,eu,2014-02-12,509.1703,3839,13.26,116.31,3719.4,3603.1,931.5759,8740.87,16075.97,-,C,-0.39,54.66,[]
126,EU,eu,eu,2014-02-11,512.6925,3839,13.35,89.46,3632.8,3543.3,931.5759,8682.51,16081.25,-,C,-0.38,55.03,[]
127,EU,eu,eu,2014-02-10,516.2489,3839,13.45,94.62,3814.7,3720.1,931.576,8667.88,16081.25,-,C,-0.4,55.42,[]
128,EU,eu,eu,2014-02-09,519.9854,3839,13.54,141.75,2494.9,2353.1,931.5758,8667.9,16081.25,-,C,-0.25,55.82,[]
129,EU,eu,eu,2014-02-08,522.3062,3839,13.61,136.13,2490,2353.8,931.5753,8667.9,16081.24,-,C,-0.25,56.07,[]
130,EU,eu,eu,2014-02-07,524.6272,3839,13.67,113.94,3048.9,2934.9,931.5751,8678.6,16081.23,-,C,-0.32,56.32,[]
131,EU,eu,eu,2014-02-06,527.5522,3839,13.74,88.02,3434.9,3346.8,931.5747,8649.3,16081.23,-,C,-0.36,56.63,[]
132,EU,eu,eu,2014-02-05,530.8304,3839,13.83,109.17,3768.7,3659.5,931.5747,8649.31,16081.23,-,C,-0.39,56.98,[]
133,EU,eu,eu,2014-02-04,534.4765,3839,13.92,105.54,3837.7,3732.1,931.5738,8649.32,16081.21,-,C,-0.4,57.37,[]
134,EU,eu,eu,2014-02-03,522.3462,3839,13.61,109.29,4082.1,3972.8,911.2972,8422.91,15702.02,-,C,-0.44,57.32,[]
135,EU,eu,eu,2014-02-02,526.3038,3839,13.71,123.52,2900.4,2776.9,911.2982,8418.03,15702.05,-,C,-0.3,57.75,[]
136,EU,eu,eu,2014-02-01,545.0761,3839,14.2,115.86,3217.2,3101.3,931.35,8606.09,16075.42,-,C,-0.33,58.53,[]
137,EU,eu,eu,2014-01-31,548.0383,3839,14.28,98.45,4796.8,4698.4,931.3506,8606.52,16075.43,-,C,-0.5,58.84,[]
138,EU,eu,eu,2014-01-30,552.8478,3839,14.4,70.13,5763.7,5693.5,931.3507,8602.27,15887.47,-,C,-0.61,59.36,[]
139,EU,eu,eu,2014-01-29,558.5948,3839,14.55,71.98,5347.7,5275.7,931.3486,8602.37,15893.28,-,C,-0.57,59.98,[]
140,EU,eu,eu,2014-01-28,563.9467,3839,14.69,90.28,5074.4,4984.1,931.3482,8602.51,15929.17,-,C,-0.54,60.55,[]
141,EU,eu,eu,2014-01-27,568.8433,3839,14.82,150.64,5125.5,4974.9,931.3497,8602.67,15881.22,-,C,-0.53,61.08,[]
142,EU,eu,eu,2014-01-26,573.8638,3839,14.95,210.24,3550.8,3340.5,931.3507,8602.83,15865.19,-,C,-0.36,61.62,[]
143,EU,eu,eu,2014-01-25,577.0021,3839,15.03,264.61,3627.5,3362.9,931.3951,8602.98,15866.53,-,C,-0.36,61.95,[]
144,EU,eu,eu,2014-01-24,580.1427,3839,15.11,135.36,4277.3,4142,931.3944,8603.11,15972.71,-,C,-0.44,62.29,[]
145,EU,eu,eu,2014-01-23,584.4061,3839,15.22,138.41,4630.2,4491.8,930.5107,8603,15910.69,-,C,-0.48,62.8,[]
146,EU,eu,eu,2014-01-22,588.9859,3839,15.34,134.05,4551.9,4417.9,930.508,8603.11,15910.63,-,C,-0.47,63.3,[]
147,EU,eu,eu,2014-01-21,593.3649,3839,15.46,150.25,4456.4,4306.1,930.5058,8603.21,15910.59,-,C,-0.46,63.77,[]
148,EU,eu,eu,2014-01-20,597.6673,3839,15.57,95.03,4001.5,3906.5,930.5043,8603.3,15968.27,-,C,-0.42,64.23,[]
149,EU,eu,eu,2014-01-19,601.5438,3839,15.67,189.84,2424.4,2234.5,930.5026,8603.34,15969.68,-,C,-0.24,64.65,[]
150,EU,eu,eu,2014-01-18,603.7455,3839,15.73,235.97,2548,2312.1,930.5043,8841.72,16046.33,-,C,-0.25,64.88,[]
151,EU,eu,eu,2014-01-17,606.1075,3839,15.79,156.53,3335.8,3179.3,930.5029,8841.74,16105.18,-,C,-0.34,65.14,[]
152,EU,eu,eu,2014-01-16,609.2789,3839,15.87,135.75,3490.8,3355.1,930.5009,8603.42,16086.95,-,C,-0.36,65.48,[]
153,EU,eu,eu,2014-01-15,612.6439,3839,15.96,154.14,3820.7,3666.5,930.4984,8603.46,16028.27,-,C,-0.39,65.84,[]
154,EU,eu,eu,2014-01-14,616.3038,3839,16.05,144.18,4016.7,3872.6,930.4947,8603.51,15866.68,-,C,-0.42,66.23,[]
155,EU,eu,eu,2014-01-13,620.1507,3839,16.15,212.51,3784.1,3571.6,930.4872,8603.52,15866.52,-,C,-0.38,66.65,[]
156,EU,eu,eu,2014-01-12,623.6984,3839,16.25,297.87,2438.8,2140.9,930.4712,8603.43,15866.19,-,C,-0.23,67.03,[]
157,EU,eu,eu,2014-01-11,625.841,3839,16.3,321.11,2403.4,2082.2,930.4741,8603.48,15866.25,-,C,-0.22,67.26,[]
158,EU,eu,eu,2014-01-10,627.9309,3839,16.36,209.14,2824.8,2615.7,930.4679,8603.42,15866.12,-,C,-0.28,67.49,[]
159,EU,eu,eu,2014-01-09,630.5384,3839,16.42,318.92,2582.9,2264,930.4622,8603.36,15866,-,C,-0.24,67.77,[]
160,EU,eu,eu,2014-01-08,632.7975,3839,16.48,294.36,2676.9,2382.5,930.4464,8603.17,15865.68,-,C,-0.26,68.01,[]
161,EU,eu,eu,2014-01-07,635.1693,3839,16.55,341.38,2609.1,2267.7,930.428,8602.97,15865.29,-,C,-0.24,68.27,[]
162,EU,eu,eu,2014-01-06,637.3775,3839,16.6,324.3,2168.7,1844.4,930.3725,8602.43,15916.5,-,C,-0.2,68.51,[]
163,EU,eu,eu,2014-01-05,639.2498,3839,16.65,395.74,1755.4,1359.6,930.4027,8602.77,15864.77,-,C,-0.15,68.71,[]
164,EU,eu,eu,2014-01-04,640.5921,3839,16.69,476.78,1792.7,1316,930.3914,8602.68,15864.53,-,C,-0.14,68.85,[]
165,EU,eu,eu,2014-01-03,641.9559,3839,16.72,507.56,2212.4,1704.8,930.4327,8603.11,15928.07,-,C,-0.18,69,[]
166,EU,eu,eu,2014-01-02,643.7134,3839,16.77,616.22,2118.3,1502.1,930.4767,8603.59,16086.65,-,C,-0.16,69.18,[]
167,EU,eu,eu,2014-01-01,645.2153,3839,16.81,652.93,1585.1,932.2,930.4783,8654.63,16104.67,-,C,-0.1,69.34,[]
168,EU,eu,eu,2013-12-31,643.7651,4308,14.94,412.31,1863.1,1450.8,927.8737,8600.68,15955.85,-,C,-0.16,69.38,[]
169,EU,eu,eu,2013-12-30,645.2602,4308,14.98,357.33,2026.1,1668.7,927.9057,8735.7,15957.2,-,C,-0.18,69.54,[]
170,EU,eu,eu,2013-12-29,645.794,4308,14.99,507.48,1561,1053.5,927.83,8758.32,15955.63,-,C,-0.11,69.6,[]
171,EU,eu,eu,2013-12-28,646.8131,4308,15.01,578.75,1472,893.3,927.7732,8769.2,15954.45,-,C,-0.1,69.72,[]
172,EU,eu,eu,2013-12-27,647.7181,4308,15.04,779.58,1715.3,935.7,927.8306,8769.73,15955.64,-,C,-0.1,69.81,[]
173,EU,eu,eu,2013-12-26,648.7559,4308,15.06,1038.41,1744.2,705.7,927.9352,8770.75,15957.82,-,C,-0.08,69.91,[]
174,EU,eu,eu,2013-12-25,649.4529,4308,15.08,1100.57,1491.7,391.2,927.9363,8770.72,15957.84,-,C,-0.04,69.99,[]
175,EU,eu,eu,2013-12-24,649.8382,4308,15.08,795.84,1698.5,902.7,927.9364,8770.68,15957.84,-,C,-0.1,70.03,[]
176,EU,eu,eu,2013-12-23,650.7315,4308,15.11,520.28,2190.3,1670,927.9376,8770.65,15957.87,-,C,-0.18,70.13,[]
177,EU,eu,eu,2013-12-22,652.4118,4308,15.14,567.79,2223.4,1655.6,927.9388,8770.63,15957.89,-,C,-0.18,70.31,[]
178,EU,eu,eu,2013-12-21,654.0867,4308,15.18,539.7,2577.7,2038,927.9395,8770.63,15905.97,-,C,-0.22,70.49,[]
179,EU,eu,eu,2013-12-20,656.1536,4308,15.23,157.37,3605.7,3448.3,927.94,8770.65,15931.78,-,C,-0.37,70.71,[]
180,EU,eu,eu,2013-12-19,659.6291,4308,15.31,190.87,3964.2,3773.3,927.94,8770.69,15948.98,-,C,-0.41,71.09,[]
181,EU,eu,eu,2013-12-18,663.2059,4308,15.39,237.55,4096.3,3858.7,927.9399,8770.74,15957.91,-,C,-0.42,71.47,[]
182,EU,eu,eu,2013-12-17,667.0785,4308,15.48,151.98,4224.6,4072.6,927.9436,8770.84,15957.99,-,C,-0.44,71.89,[]
183,EU,eu,eu,2013-12-16,671.1442,4308,15.58,274.62,3632.4,3357.8,927.9472,8770.95,15958.07,-,C,-0.36,72.33,[]
184,EU,eu,eu,2013-12-15,674.5029,4308,15.66,426.15,2809.2,2383,927.9473,8771.02,15958.07,-,C,-0.26,72.69,[]
185,EU,eu,eu,2013-12-14,676.8981,4308,15.71,329.77,3262.4,2932.7,927.9478,8771.09,15958.08,-,C,-0.32,72.95,[]
186,EU,eu,eu,2013-12-13,679.9136,4308,15.78,138.08,4803.7,4665.7,927.9485,8771.16,15958.09,-,C,-0.5,73.27,[]
187,EU,eu,eu,2013-12-12,684.5749,4308,15.89,193.38,4936.1,4742.7,927.9479,8771.23,15958.08,-,C,-0.51,73.77,[]
188,EU,eu,eu,2013-12-11,689.3774,4308,16,146.24,4768.4,4622.2,927.9482,8771.28,15958.09,-,C,-0.5,74.29,[]
189,EU,eu,eu,2013-12-10,693.9624,4308,16.11,211.28,4446,4234.7,927.947,8666.89,15958.06,-,C,-0.46,74.78,[]
190,EU,eu,eu,2013-12-09,698.2628,4308,16.21,206.79,4543.1,4336.3,927.9465,8631.81,15958.05,-,C,-0.47,75.25,[]
191,EU,eu,eu,2013-12-08,702.5795,4308,16.31,475.85,3151,2675.2,927.9474,8745.09,15958.07,-,C,-0.29,75.71,[]
192,EU,eu,eu,2013-12-07,705.2517,4308,16.37,250.84,3740.6,3489.8,927.9475,8714.96,15958.07,-,C,-0.38,76,[]
193,EU,eu,eu,2013-12-06,708.7856,4308,16.45,125.49,4797.6,4672.1,927.9486,8533.26,15956.14,-,C,-0.5,76.38,[]
194,EU,eu,eu,2013-12-05,713.4184,4308,16.56,138.71,4726.3,4587.5,927.9479,8533.35,15877.4,-,C,-0.49,76.88,[]
195,EU,eu,eu,2013-12-04,718.1221,4308,16.67,168.89,5179.2,5010.4,927.9478,8533.46,15891.47,-,C,-0.54,77.39,[]
196,EU,eu,eu,2013-12-03,723.1144,4308,16.79,126.29,4947.7,4821.4,927.9481,8533.58,15865.04,-,C,-0.52,77.93,[]
197,EU,eu,eu,2013-12-02,727.8649,4308,16.9,166.38,4331.1,4164.7,927.9488,8533.69,15891.43,-,C,-0.45,78.44,[]
198,EU,eu,eu,2013-12-01,731.9659,4308,16.99,407.64,2991.4,2583.8,927.9475,8533.74,15947.08,-,C,-0.28,78.88,[]
199,EU,eu,eu,2013-11-30,734.5534,4308,17.05,446.42,3091.3,2644.8,927.9479,8750.65,15958.08,-,C,-0.29,79.16,[]
200,EU,eu,eu,2013-11-29,737.1664,4308,17.11,262.21,4388.8,4126.6,927.9531,8772.28,15958.19,-,C,-0.44,79.44,[]
201,EU,eu,eu,2013-11-28,741.3169,4308,17.21,92.98,5153.8,5060.8,927.95,8772.36,15958.12,-,C,-0.55,79.89,[]
202,EU,eu,eu,2013-11-27,746.3969,4308,17.33,84.58,5158.4,5073.8,927.948,8745.04,15958.08,-,C,-0.55,80.44,[]
203,EU,eu,eu,2013-11-26,751.4936,4308,17.44,113.06,5031.6,4918.5,927.9472,8567.13,15958.07,-,C,-0.53,80.98,[]
204,EU,eu,eu,2013-11-25,756.4229,4308,17.56,131.05,4190.7,4059.7,927.9477,8534.28,15764.61,-,C,-0.44,81.52,[]
205,EU,eu,eu,2013-11-24,760.399,4308,17.65,250.41,2031.4,1781,927.9491,8534.29,15788.66,-,C,-0.19,81.94,[]
206,EU,eu,eu,2013-11-23,762.1816,4308,17.69,187.17,2261,2073.9,927.9483,8534.28,15719.76,-,C,-0.22,82.14,[]
207,EU,eu,eu,2013-11-22,764.3101,4308,17.74,103.05,3475.9,3372.9,927.9477,8534.28,15719.74,-,C,-0.36,82.37,[]
208,EU,eu,eu,2013-11-21,767.6742,4308,17.82,98.54,3775.9,3677.3,927.9467,8534.27,15719.72,-,C,-0.4,82.73,[]
209,EU,eu,eu,2013-11-20,771.3816,4308,17.91,179.01,3011.1,2832.1,927.9448,8534.25,15719.68,-,C,-0.31,83.13,[]
210,EU,eu,eu,2013-11-19,774.1973,4308,17.97,181.11,2811.2,2630.1,927.9437,8534.24,15719.66,-,C,-0.28,83.43,[]
211,EU,eu,eu,2013-11-18,776.7555,4308,18.03,261.44,2599.2,2337.7,927.9428,8534.23,15719.64,-,C,-0.25,83.71,[]
212,EU,eu,eu,2013-11-17,779.1015,4308,18.08,250.08,1719.4,1469.4,927.9424,8534.22,15719.63,-,C,-0.16,83.96,[]
213,EU,eu,eu,2013-11-16,780.6034,4308,18.12,262.66,1826.4,1563.8,927.94,8534.2,15755.34,-,C,-0.17,84.12,[]
214,EU,eu,eu,2013-11-15,782.18,4308,18.16,159.78,2472.7,2312.9,927.9388,8534.19,15755.32,-,C,-0.25,84.29,[]
215,EU,eu,eu,2013-11-14,784.4831,4308,18.21,185.95,1979.8,1793.8,927.9292,8534.09,15719.36,-,C,-0.19,84.54,[]
216,EU,eu,eu,2013-11-13,786.2763,4308,18.25,176.46,1842.2,1665.8,927.9117,8533.91,15719,-,C,-0.18,84.74,[]
217,EU,eu,eu,2013-11-12,787.857,4308,18.29,236.24,1711.2,1475,927.9207,8534,15719.18,-,C,-0.16,84.91,[]
218,EU,eu,eu,2013-11-11,789.3162,4308,18.32,267.32,1325.5,1058.2,927.8944,8533.74,15718.64,-,C,-0.11,85.07,[]
219,EU,eu,eu,2013-11-10,790.3836,4308,18.35,597,751.1,154.1,927.8394,8533.18,15717.49,-,C,-0.02,85.19,[]
220,EU,eu,eu,2013-11-09,790.5933,4308,18.35,783.68,484.2,-299.5,927.8934,8533.73,15718.61,-,C,0.03,85.2,[]
221,EU,eu,eu,2013-11-08,790.3474,4308,18.35,546.44,688.4,142,927.8968,8533.76,15718.69,-,C,-0.02,85.18,[]
222,EU,eu,eu,2013-11-07,790.5061,4308,18.35,578.35,646,67.6,927.8702,8533.49,15718.13,-,C,-0.01,85.2,[]
223,EU,eu,eu,2013-11-06,790.3997,4308,18.35,350.44,1151.8,801.3,927.7528,8532.3,15715.69,-,C,-0.09,85.2,[]
224,EU,eu,eu,2013-11-05,791.1187,4308,18.36,316.5,1215,898.5,927.7084,8531.85,15714.77,-,C,-0.1,85.28,[]
225,EU,eu,eu,2013-11-04,791.9234,4308,18.38,425.99,1025.6,599.7,927.7087,8531.86,15768.11,-,C,-0.06,85.36,[]
226,EU,eu,eu,2013-11-03,792.6442,4308,18.4,858.99,344.2,-514.8,927.7739,8532.52,15732.06,-,C,0.06,85.44,[]
227,EU,eu,eu,2013-11-02,792.1225,4308,18.39,1131.04,380.6,-750.4,927.7736,8532.51,15839.29,-,C,0.08,85.38,[]
228,EU,eu,eu,2013-11-01,791.4223,4308,18.37,1004.99,493.8,-511.2,927.7583,8532.36,15838.97,-,C,0.06,85.3,[]
229,EU,eu,eu,2013-10-31,789.1217,4308,18.32,804.57,695.6,-109,923.2405,8478.26,15733.78,-,C,0.01,85.47,[]
230,EU,eu,eu,2013-10-30,789.0946,4308,18.32,1068.72,709.7,-359,923.2048,8477.9,15733.04,-,C,0.04,85.47,[]
231,EU,eu,eu,2013-10-29,788.8508,4308,18.31,1275.37,438.6,-836.8,923.2036,8477.89,15826.3,-,C,0.09,85.45,[]
232,EU,eu,eu,2013-10-28,788.1192,4308,18.29,1717.61,251.6,-1466,923.2512,8478.37,15827.29,-,C,0.16,85.36,[]
233,EU,eu,eu,2013-10-27,786.6961,4308,18.26,2289.66,134.6,-2155,923.2473,8478.33,15827.21,-,C,0.23,85.21,[]
234,EU,eu,eu,2013-10-26,784.57,4308,18.21,2253.87,200.1,-2053.8,923.2662,8717.54,15813.47,-,C,0.22,84.98,[]
235,EU,eu,eu,2013-10-25,782.5167,4308,18.16,1991.12,210.5,-1780.6,923.2567,8716.76,15870.4,-,C,0.19,84.76,[]
236,EU,eu,eu,2013-10-24,780.7252,4308,18.12,1745.83,217.4,-1528.5,923.2434,8716.62,15887.46,-,C,0.17,84.56,[]
237,EU,eu,eu,2013-10-23,779.1973,4308,18.09,1732.48,248.7,-1483.8,923.2434,8716.62,15887.46,-,C,0.16,84.4,[]
238,EU,eu,eu,2013-10-22,777.7145,4308,18.05,1713.71,210.9,-1502.8,923.2434,8716.62,15887.46,-,C,0.16,84.24,[]
239,EU,eu,eu,2013-10-21,776.1893,4308,18.02,1569.07,288.9,-1280.1,923.2435,8716.62,15887.46,-,C,0.14,84.07,[]
240,EU,eu,eu,2013-10-20,774.8814,4308,17.99,2040.37,214.9,-1825.5,923.2339,8716.53,15887.26,-,C,0.2,83.93,[]
241,EU,eu,eu,2013-10-19,773.0364,4308,17.94,1922.92,228.9,-1694,923.2326,8716.51,15887.23,-,C,0.18,83.73,[]
242,EU,eu,eu,2013-10-18,771.3748,4308,17.91,1376.04,385.1,-991,923.2856,8717.05,15888.34,-,C,0.11,83.55,[]
243,EU,eu,eu,2013-10-17,770.3957,4308,17.88,1373.59,463.4,-910.2,923.3032,8717.23,15608.79,-,C,0.1,83.44,[]
244,EU,eu,eu,2013-10-16,769.3919,4308,17.86,1212.73,464.2,-748.6,923.2232,8706.08,15607.13,-,C,0.08,83.34,[]
245,EU,eu,eu,2013-10-15,768.7947,4308,17.85,894.18,392.8,-501.4,923.3213,8700.08,15609.16,-,C,0.05,83.26,[]
246,EU,eu,eu,2013-10-14,768.3001,4308,17.83,1029.99,569.1,-460.9,923.3295,8785.23,15609.33,-,C,0.05,83.21,[]
247,EU,eu,eu,2013-10-13,767.8939,4308,17.82,1863.24,212.3,-1650.9,923.3291,8785.22,15609.32,-,C,0.18,83.17,[]
248,EU,eu,eu,2013-10-12,766.267,4308,17.79,1794.93,145.1,-1649.8,923.3288,8785.22,15609.32,-,C,0.18,82.99,[]
249,EU,eu,eu,2013-10-11,764.5386,4308,17.75,1234.82,395.2,-839.6,923.3251,8724.03,15548.91,-,C,0.09,82.8,[]
0,EU,eu,eu,2013-10-10,763.6882,4308,17.73,1410.08,314.7,-1095.3,923.3204,8723.98,15579.41,-,C,0.12,82.71,[]
1,EU,eu,eu,2013-10-09,762.2702,4308,17.69,1642.16,258.3,-1383.9,923.323,8803.38,15609.2,-,C,0.15,82.56,[]
2,EU,eu,eu,2013-10-08,760.7993,4308,17.66,1654.07,152.9,-1501.2,923.3145,8883.91,15609.02,-,C,0.16,82.4,[]
3,EU,eu,eu,2013-10-07,759.2053,4308,17.62,1762.98,171,-1592,923.2723,8895.88,15608.14,-,C,0.17,82.23,[]
4,EU,eu,eu,2013-10-06,757.6001,4308,17.59,2275.7,82.2,-2193.5,923.3155,8896.32,15609.04,-,C,0.24,82.05,[]
5,EU,eu,eu,2013-10-05,755.404,4308,17.53,2109.91,103.8,-2006.1,923.3087,8896.25,15608.9,-,C,0.22,81.81,[]
6,EU,eu,eu,2013-10-04,753.419,4308,17.49,1650.05,298.2,-1351.8,923.3013,8896.17,15608.75,-,C,0.15,81.6,[]
7,EU,eu,eu,2013-10-03,752.0955,4308,17.46,1693.12,162.3,-1530.8,923.281,8895.97,15576.08,-,C,0.17,81.46,[]
8,EU,eu,eu,2013-10-02,750.5444,4308,17.42,1663.78,140.5,-1523.3,923.2825,8895.98,15548.82,-,C,0.16,81.29,[]
9,EU,eu,eu,2013-10-01,749.06,4308,17.39,1604.39,216.6,-1387.8,923.3612,8896.78,15537.44,-,C,0.15,81.12,['/news/212']
10,EU,eu,eu,2013-09-30,698.0315,4308,16.2,1753.15,212,-1541.2,864.1281,8456.3,14909.27,-,C,0.18,80.78,[]
11,EU,eu,eu,2013-09-29,696.5085,4308,16.17,2733.55,24.8,-2708.7,864.1402,8456.43,14819.15,-,C,0.31,80.6,[]
12,EU,eu,eu,2013-09-28,693.7868,4308,16.1,2549.62,27.2,-2522.4,864.1408,8456.43,14819.16,-,C,0.29,80.29,[]
13,EU,eu,eu,2013-09-27,691.2392,4308,16.05,1804.94,374.2,-1430.7,864.1417,8456.44,14889.09,-,C,0.17,79.99,[]
14,EU,eu,eu,2013-09-26,689.7761,4308,16.01,1710.63,479.6,-1231,864.1416,8456.44,14922.57,-,C,0.14,79.82,[]
15,EU,eu,eu,2013-09-25,688.5212,4308,15.98,1879.04,471.2,-1407.9,864.1375,8456.4,14922.48,-,C,0.16,79.68,[]
16,EU,eu,eu,2013-09-24,687.0773,4308,15.95,1898.91,127.1,-1771.8,864.1212,8456.23,14944.1,-,C,0.21,79.51,[]
17,EU,eu,eu,2013-09-23,685.2782,4308,15.91,1893.79,114.2,-1779.6,864.1167,8456.19,14944.01,-,C,0.21,79.3,[]
18,EU,eu,eu,2013-09-22,683.4603,4308,15.86,2678.26,37.7,-2640.6,864.117,8456.19,14872.61,-,C,0.31,79.09,[]
19,EU,eu,eu,2013-09-21,680.7832,4308,15.8,2357.14,37.6,-2319.6,864.117,8456.19,14806.26,-,C,0.27,78.78,[]
20,EU,eu,eu,2013-09-20,678.4437,4308,15.75,2987.93,219.9,-2768.1,864.1171,8456.19,14921.26,-,C,0.32,78.51,[]
21,EU,eu,eu,2013-09-19,675.6555,4308,15.68,1870.91,411.7,-1459.2,864.1177,8456.14,14926,-,C,0.17,78.19,[]
22,EU,eu,eu,2013-09-18,674.176,4308,15.65,2017.42,316.3,-1701.2,864.1181,8456.09,14969.21,-,C,0.2,78.02,[]
23,EU,eu,eu,2013-09-17,672.4419,4308,15.61,2133.12,208.2,-1924.9,864.1184,8456.04,14981.62,-,C,0.22,77.82,[]
24,EU,eu,eu,2013-09-16,670.4574,4308,15.56,2213.4,78,-2135.4,864.1016,8455.81,14981.27,-,C,0.25,77.59,[]
25,EU,eu,eu,2013-09-15,668.2674,4308,15.51,3042.04,24.4,-3017.6,864.0685,8455.39,14980.58,-,C,0.35,77.34,[]
26,EU,eu,eu,2013-09-14,665.2753,4308,15.44,3024.86,23,-3001.9,864.1071,8455.67,14981.38,-,C,0.35,76.99,[]
27,EU,eu,eu,2013-09-13,662.2413,4308,15.37,2605.7,168.9,-2436.8,864.1046,8455.55,14981.33,-,C,0.28,76.64,[]
28,EU,eu,eu,2013-09-12,659.7863,4308,15.32,2700.84,248.2,-2452.6,864.1384,8455.82,14982.03,-,C,0.28,76.35,[]
29,EU,eu,eu,2013-09-11,657.328,4308,15.26,2378.78,235.2,-2143.6,864.1315,8455.68,14971.96,-,C,0.25,76.07,[]
30,EU,eu,eu,2013-09-10,655.1805,4308,15.21,2381.92,222.1,-2159.8,864.1445,8455.74,14982.16,-,C,0.25,75.82,[]
31,EU,eu,eu,2013-09-09,652.9742,4308,15.16,2422.73,104.5,-2318.3,864.1188,8455.4,14981.63,-,C,0.27,75.57,[]
32,EU,eu,eu,2013-09-08,650.6886,4308,15.1,3228.34,31.7,-3196.6,864.1387,8455.49,14982.04,-,C,0.37,75.3,[]
